CUSTOMER_ID;CREATION_DATE;REGIONAL_CODE;ORIGIN
BZ01397474;14/10/2007;24;WEB
BZ02367762;09/04/2013;20;STORE
BZ02511464;28/06/2017;40;STORE
BZ02866994;22/11/2015;48;WEB
BZ03355157;30/04/2014;47;STORE
BZ03509526;17/07/2017;13;STORE
BZ03512243;06/08/2014;46;PHONE
BZ03886994;08/12/2015;15;WEB
BZ03892831;10/12/2015;18;WEB
BZ04077489;01/02/2015;1;WEB
BZ04143503;23/01/2019;4;STORE
BZ04554583;13/05/2018;52;PHONE
BZ04650887;08/08/2015;16;PHONE
BZ04681378;16/08/2015;1;STORE
BZ04788953;18/08/2019;15;PHONE
BZ04816526;09/09/2016;42;PHONE
BZ04819243;19/09/2015;36;STORE
BZ04934768;23/09/2019;22;STORE
BZ04976127;22/10/2017;11;PHONE
BZ04992832;20/11/2014;51;PHONE
CA00324441;30/08/2004;1;WEB
CA00343460;27/05/2002;21;WEB
CA00343662;05/11/2008;21;STORE
CA00352014;16/06/2004;3;WEB
CA00360367;12/09/2003;8;WEB
CA00404443;27/04/2001;23;WEB
CA00429299;04/07/2003;27;WEB
CA00434532;20/07/2001;50;WEB
CA00439966;14/09/2008;47;WEB
CA00440167;03/08/2004;47;WEB
CA01101919;16/03/2013;63;WEB
CA01110070;22/03/2007;37;WEB
CA01391234;14/03/2011;47;STORE
CA01791244;07/08/2015;10;STORE
CA01824453;27/08/2013;30;STORE
CA02080559;31/12/2011;45;STORE
CA02306980;19/02/2017;60;STORE
CA02367560;27/03/2015;29;STORE
CA02601931;15/08/2015;36;STORE
CA03123101;24/01/2017;68;WEB
CA03566986;17/08/2015;3;PHONE
CA03856301;09/11/2018;7;PHONE
CA03897660;17/12/2014;12;STORE
CA03920001;28/11/2018;48;STORE
CA04077086;26/01/2016;13;WEB
CA04137868;22/01/2019;12;WEB
CA04476693;29/04/2016;29;PHONE
CA04992631;07/11/2016;22;PHONE
CB00353535;31/08/2007;3;WEB
CB00367321;22/02/2007;25;WEB
CB00386743;12/08/2001;16;WEB
CB00395096;30/11/2002;13;WEB
CB00403448;21/07/2004;30;WEB
CB00405964;27/03/2005;42;WEB
CB00422669;11/10/2005;36;STORE
CB00425386;03/05/2005;17;WEB
CB00444606;17/08/2004;47;WEB
CB00455676;15/01/2005;39;WEB
CB00770250;02/05/2010;20;WEB
CB00811408;25/09/2008;41;WEB
CB00844616;15/07/2006;22;WEB
CB01018205;28/02/2004;34;WEB
CB01018407;20/03/2001;22;WEB
CB01026356;11/05/2001;65;WEB
CB01040344;07/08/2009;46;STORE
CB01051212;24/05/2010;26;STORE
CB01053929;06/02/2007;66;WEB
CB01054131;11/09/2010;53;WEB
CB01056646;04/02/2005;43;WEB
CB01062282;20/02/2012;45;WEB
CB01109075;22/02/2002;28;STORE
CB01109277;07/02/2004;28;STORE
CB01216650;29/01/2012;20;WEB
CB01393158;01/05/2005;38;STORE
CB01393359;19/05/2010;38;STORE
CB01398592;20/12/2003;64;WEB
CB01740537;25/07/2015;64;STORE
CB01994330;25/10/2015;42;STORE
CB02184624;23/01/2014;3;STORE
CB02214712;15/01/2017;11;PHONE
CB02474140;20/05/2014;23;STORE
CB02978807;30/12/2014;36;STORE
CB03058809;31/01/2013;57;STORE
CB03293179;21/03/2017;46;WEB
CB03345205;15/04/2016;34;STORE
CB03384049;18/05/2013;19;PHONE
CB03555123;31/07/2017;65;PHONE
CB03712208;30/09/2013;22;STORE
CB04150458;18/02/2015;16;WEB
CB04486768;14/04/2019;53;STORE
CB04828915;08/09/2017;41;PHONE
CB05076870;05/01/2015;47;WEB
CC00314099;28/10/2009;11;WEB
CC00325169;05/01/2005;1;WEB
CC00325370;03/02/2004;1;WEB
CC00338955;15/02/2007;36;WEB
CC00344389;22/03/2002;21;WEB
CC00352943;21/02/2009;3;WEB
CC00366730;01/03/2010;61;WEB
CC00391384;19/03/2007;10;WEB
CC00402252;08/09/2005;30;WEB
CC00402454;06/03/2002;30;WEB
CC00404969;12/10/2008;42;WEB
CC00421876;17/04/2005;36;WEB
CC00429825;04/02/2010;31;WEB
CC00435461;30/04/2009;14;WEB
CC00435662;31/08/2010;44;WEB
CC00454681;15/12/2003;39;WEB
CC00454883;21/04/2006;68;PHONE
CC00816049;14/08/2003;46;WEB
CC00984002;06/02/2005;62;WEB
CC00984204;20/01/2005;62;WEB
CC00992556;29/03/2006;41;WEB
CC01031199;07/11/2010;3;WEB
CC01050218;26/09/2002;9;WEB
CC01077791;14/09/2003;55;WEB
CC01224210;05/02/2011;10;PHONE
CC01486153;04/04/2013;30;WEB
CC01615666;10/05/2013;36;STORE
CC02208284;12/02/2012;32;STORE
CC02216838;22/01/2016;42;STORE
CC02296840;11/03/2013;3;STORE
CC02348866;02/04/2013;40;STORE
CC02362652;26/03/2015;3;STORE
CC02417798;08/04/2016;20;STORE
CC02489851;29/05/2014;21;STORE
CC02589073;30/07/2017;36;STORE
CC02652169;10/09/2013;33;WEB
CC02944805;19/12/2014;56;STORE
CC03096457;30/01/2015;70;WEB
CC03598205;11/08/2017;35;STORE
CC03647917;09/09/2014;1;STORE
CC04014315;21/01/2014;36;STORE
CC04158017;08/02/2017;4;WEB
CC04268309;05/03/2017;11;STORE
CC04620921;28/07/2015;7;STORE
CC04800347;01/09/2017;5;WEB
CC04863644;30/09/2015;13;PHONE
CC04954514;31/10/2014;16;PHONE
CC04973936;09/10/2019;41;STORE
CD00324375;13/02/2003;1;WEB
CD00332526;10/03/2007;1;WEB
CD00343596;04/05/2004;21;WEB
CD00351747;07/04/2003;3;WEB
CD00390591;29/08/2011;19;WEB
CD00395823;09/03/2001;13;WEB
CD00404176;15/03/2002;23;WEB
CD00404377;31/05/2003;13;WEB
CD00415245;20/05/2009;64;WEB
CD00428830;05/06/2001;47;WEB
CD00429032;03/06/2011;47;WEB
CD00445535;10/07/2010;47;STORE
CD00853696;01/09/2010;60;PHONE
CD00969422;05/09/2006;64;WEB
CD00986127;16/10/2007;22;WEB
CD00994077;03/08/2005;41;WEB
CD01018933;12/09/2001;34;WEB
CD01068846;16/04/2011;59;WEB
CD01391168;14/03/2011;1;WEB
CD01394087;31/01/2004;38;WEB
CD01534870;29/03/2016;47;STORE
CD01962050;08/10/2014;41;WEB
CD02080493;07/12/2015;70;STORE
CD02221277;29/01/2015;51;STORE
CD02295845;21/02/2016;57;STORE
CD02315065;11/03/2014;3;STORE
CD02337003;02/03/2017;61;WEB
CD02364576;13/03/2017;17;STORE
CD02436427;24/04/2015;55;WEB
CD02838751;07/11/2014;78;WEB
CD03302259;18/03/2018;1;STORE
CD03368273;23/04/2016;35;PHONE
CD03434489;01/06/2015;45;STORE
CD03627500;07/09/2014;41;WEB
CD03657991;20/08/2018;1;WEB
CD04099159;25/01/2017;36;STORE
CD04261477;09/03/2016;41;PHONE
CD04267113;10/03/2016;50;PHONE
CD04517987;10/05/2016;22;STORE
CD04915078;06/10/2016;16;STORE
CD04945368;14/10/2016;16;PHONE
CE00339884;21/04/2002;21;WEB
CE00386678;13/06/2003;16;WEB
CE00386879;31/08/2004;16;STORE
CE00394829;29/01/2005;13;PHONE
CE00414251;09/01/2003;57;WEB
CE00425119;17/01/2011;47;WEB
CE00425320;21/03/2004;17;WEB
CE00436390;10/05/2011;57;WEB
CE00449975;26/08/2008;39;PHONE
CE00822412;23/02/2004;26;WEB
CE00993284;27/03/2012;41;WEB
CE01009787;23/10/2010;64;WEB
CE01018140;01/09/2008;22;WEB
CE01026492;13/03/2004;4;WEB
CE01040279;20/03/2001;46;WEB
CE01054065;27/03/2010;66;WEB
CE01056782;06/09/2004;43;WEB
CE01109010;13/04/2003;28;STORE
CE01191930;17/01/2012;50;STORE
CE01393092;03/08/2003;38;WEB
CE01393294;23/03/2002;38;WEB
CE01398728;30/01/2005;64;WEB
CE01996780;21/11/2011;64;STORE
CE02220484;17/02/2012;36;STORE
CE02611940;06/08/2017;36;STORE
CE02656016;29/08/2015;15;STORE
CE02950967;03/01/2013;70;STORE
CE03298346;21/03/2017;6;STORE
CE03325919;07/04/2016;52;STORE
CE03334272;22/04/2014;62;STORE
CE03430777;21/05/2016;31;STORE
CE03480288;08/07/2017;41;WEB
CE03692721;02/09/2017;42;WEB
CE03949029;05/01/2014;20;WEB
CE04257766;03/03/2017;27;WEB
CE04522829;18/05/2015;7;PHONE
CE04588642;20/06/2015;29;WEB
CE04622052;03/08/2014;21;PHONE
CE04641272;28/07/2016;48;WEB
CE04925355;04/10/2017;63;STORE
CE05085157;10/12/2019;8;PHONE
CF00324901;24/02/2005;1;WEB
CF00344323;07/03/2010;21;STORE
CF00352474;24/01/2004;3;STORE
CF00352676;17/01/2001;3;WEB
CF00361028;29/11/2005;48;WEB
CF00382966;19/08/2011;25;WEB
CF00385683;26/07/2005;20;WEB
CF00385884;15/10/2007;20;WEB
CF00391117;13/06/2009;10;WEB
CF00407620;07/06/2008;1;PHONE
CF00421608;08/03/2005;30;WEB
CF00440829;01/05/2004;47;WEB
CF00454615;29/04/2002;39;WEB
CF00917922;02/02/2012;78;PHONE
CF00992289;26/11/2007;41;WEB
CF01050152;02/10/2005;9;WEB
CF01050353;11/03/2001;9;WEB
CF01052869;05/01/2003;66;WEB
CF01053070;24/09/2006;53;WEB
CF01066857;10/04/2012;59;PHONE
CF01361807;06/03/2011;11;STORE
CF01397531;27/02/2014;15;STORE
CF01814045;15/08/2014;36;PHONE
CF01858323;17/08/2016;48;STORE
CF01957545;28/09/2015;45;STORE
CF01976564;18/10/2014;6;STORE
CF01993068;05/11/2013;30;STORE
CF02249577;14/02/2014;6;STORE
CF02304925;13/03/2013;27;STORE
CF02401430;26/04/2012;36;STORE
CF02530741;19/07/2015;42;STORE
CF02558516;25/07/2016;47;STORE
CF02655021;16/08/2017;64;STORE
CF02773464;07/10/2015;38;STORE
CF03126479;18/02/2013;17;PHONE
CF03432701;04/06/2014;40;PHONE
CF03691726;21/09/2014;6;STORE
CF03818521;30/09/2018;54;PHONE
CF04105321;14/02/2014;18;WEB
CF04152316;05/02/2017;4;PHONE
CF04301049;03/04/2014;39;PHONE
CF04447266;10/04/2018;3;STORE
CF04502211;18/05/2014;35;STORE
CF04590565;29/06/2014;42;STORE
CF04728632;04/09/2014;53;WEB
CF04742217;25/08/2016;4;STORE
CF04811149;21/08/2019;37;PHONE
CF04896787;21/09/2018;21;STORE
CF04899302;03/10/2016;57;PHONE
CF04902221;11/10/2015;12;STORE
CG00343530;28/05/2002;21;WEB
CG00354398;02/06/2005;20;WEB
CG00368185;10/06/2005;25;WEB
CG00395959;19/07/2005;13;WEB
CG00403909;06/01/2004;30;WEB
CG00404110;14/03/2005;30;WEB
CG00414978;04/04/2005;64;WEB
CG00415180;01/12/2003;64;WEB
CG00426048;15/05/2001;17;WEB
CG00428966;29/07/2008;47;WEB
CG00434602;29/04/2010;50;STORE
CG00440036;09/07/2001;47;WEB
CG00765478;31/10/2011;48;WEB
CG00994011;05/08/2003;41;WEB
CG00996728;14/09/2015;1;WEB
CG01019069;13/02/2004;34;WEB
CG01027421;11/08/2006;60;WEB
CG01041006;14/09/2008;49;WEB
CG01049359;27/04/2003;7;WEB
CG01068579;07/03/2005;59;WEB
CG01068781;06/02/2013;56;WEB
CG01110140;26/03/2009;37;WEB
CG01206646;30/12/2015;10;PHONE
CG01349743;03/03/2011;17;STORE
CG01393820;18/10/2003;67;WEB
CG01394021;28/01/2015;38;STORE
CG01495961;14/04/2012;30;WEB
CG01600819;06/05/2013;70;STORE
CG01813252;03/08/2016;23;STORE
CG01972853;02/10/2016;46;WEB
CG03136554;05/02/2016;54;STORE
CG03572288;18/08/2015;13;WEB
CG04060451;27/01/2015;33;PHONE
CG04071118;03/02/2014;34;STORE
CG04126465;01/02/2017;40;STORE
CG04201033;01/03/2015;40;PHONE
CG04272481;05/03/2017;26;PHONE
CG04548211;11/05/2018;30;WEB
CG04567432;25/05/2017;47;PHONE
CG04708215;30/08/2014;50;WEB
CG04829375;14/09/2016;30;PHONE
CG05075017;22/12/2016;29;PHONE
CH00312044;30/12/2012;11;WEB
CH00353403;22/11/2004;3;WEB
CH00367391;27/02/2001;79;WEB
CH00403115;05/06/2004;30;WEB
CH00403317;21/05/2001;11;STORE
CH00422537;14/03/2003;36;WEB
CH00455343;19/03/2003;39;WEB
CH00755929;14/02/2010;17;WEB
CH00769715;28/03/2011;3;WEB
CH00993218;18/03/2002;41;WEB
CH01018074;12/02/2001;14;WEB
CH01040213;20/07/2002;46;WEB
CH01051081;13/03/2005;26;WEB
CH01056716;31/05/2005;40;PHONE
CH01062150;15/05/2011;33;WEB
CH01067786;30/04/2008;58;WEB
CH01109145;01/08/2001;28;STORE
CH01392825;22/01/2007;27;WEB
CH01393026;02/11/2001;75;WEB
CH01481179;16/04/2011;13;WEB
CH01646819;10/05/2015;20;WEB
CH01996714;20/10/2016;23;STORE
CH02286432;12/02/2017;1;STORE
CH02895553;05/12/2014;41;STORE
CH03767223;28/09/2016;7;PHONE
CH04050902;06/01/2018;15;STORE
CH04172264;29/01/2019;47;PHONE
CH04404119;06/04/2017;50;STORE
CH04541782;06/05/2018;1;PHONE
CH04561003;09/06/2014;40;STORE
CH04588777;01/06/2018;45;PHONE
CH04682566;10/08/2016;14;WEB
CH04897716;03/10/2016;68;PHONE
CH04955377;12/10/2017;68;PHONE
CI00297263;25/09/2012;6;STORE
CI00297464;20/04/2004;6;STORE
CI00335905;05/06/2010;11;STORE
CI00344258;14/09/2010;21;STORE
CI00352409;12/04/2005;3;WEB
CI00358044;13/09/2010;3;WEB
CI00360761;25/08/2005;48;WEB
CI00391253;14/08/2003;10;WEB
CI00429895;06/02/2009;31;STORE
CI00435128;10/01/2007;50;WEB
CI00435329;26/01/2007;50;WEB
CI00440965;17/02/2002;47;WEB
CI00840572;22/03/2007;59;WEB
CI00984072;01/03/2003;62;WEB
CI00992223;09/01/2005;4;STORE
CI01019998;18/03/2012;34;WEB
CI01027947;26/03/2004;4;WEB
CI01050086;12/06/2003;9;WEB
CI01050288;29/11/2003;9;STORE
CI01052803;03/05/2008;53;WEB
CI01110666;06/12/2011;37;WEB
CI01394950;18/03/2011;15;STORE
CI01499405;22/04/2011;13;STORE
CI01742330;19/07/2016;17;STORE
CI02569520;06/08/2015;36;STORE
CI02800972;26/10/2013;41;STORE
CI03043695;08/01/2016;45;STORE
CI03156905;11/02/2016;46;STORE
CI03438069;15/06/2013;72;STORE
CI03622728;06/09/2014;1;PHONE
CI03860017;24/11/2016;36;WEB
CI04325839;25/03/2016;10;PHONE
CI04328758;07/04/2014;1;PHONE
CI04609922;18/07/2016;23;WEB
CI04734000;05/08/2019;40;PHONE
CI04777875;20/08/2018;18;PHONE
CI04825072;20/09/2015;34;STORE
CI04984874;21/10/2018;22;STORE
CI05028749;14/11/2019;33;STORE
CJ00313174;24/12/2009;11;WEB
CJ00395893;24/02/2005;13;WEB
CJ00403843;23/09/2005;30;WEB
CJ00404044;21/12/2002;36;WEB
CJ00406560;21/08/2003;23;WEB
CJ00414912;25/03/2003;54;WEB
CJ00425982;30/03/2009;17;WEB
CJ00428900;28/03/2001;47;WEB
CJ00434133;15/11/2001;57;WEB
CJ00434334;03/02/2005;57;WEB
CJ00439970;04/04/2008;47;STORE
CJ00883855;22/08/2011;50;WEB
CJ00969089;03/01/2005;32;STORE
CJ00969291;16/08/2008;32;WEB
CJ00993945;16/07/2014;41;WEB
CJ01013166;05/09/2004;7;WEB
CJ01013367;04/04/2004;7;WEB
CJ01018801;03/10/2011;34;WEB
CJ01019003;23/02/2001;34;WEB
CJ01049091;02/11/2003;7;PHONE
CJ01068312;14/02/2014;56;WEB
CJ01068513;30/07/2004;56;WEB
CJ01126578;09/12/2015;2;PHONE
CJ01393955;31/01/2002;67;WEB
CJ01603268;26/04/2015;36;STORE
CJ02152213;16/01/2013;42;STORE
CJ02177069;21/01/2014;40;STORE
CJ02389099;08/04/2014;36;STORE
CJ02620954;26/08/2014;70;STORE
CJ02871626;12/11/2017;23;WEB
CJ02926772;16/12/2014;70;STORE
CJ03263284;31/03/2014;29;PHONE
CJ03279989;12/04/2013;37;STORE
CJ03693382;08/09/2016;38;STORE
CJ03941741;23/12/2015;17;STORE
CJ04076889;13/01/2018;50;STORE
CJ04098826;19/01/2018;30;WEB
CJ04551064;18/05/2017;30;PHONE
CJ04622512;28/07/2015;46;STORE
CJ04702514;23/08/2015;56;PHONE
CJ04823875;01/09/2018;12;STORE
CJ04914947;18/09/2019;32;PHONE
CJ04961942;15/10/2017;33;WEB
CJ05028157;25/11/2017;41;STORE
CK00311978;21/05/2010;30;WEB
CK00353338;19/02/2003;3;WEB
CK00361489;29/03/2004;48;WEB
CK00414119;13/10/2008;8;WEB
CK00422472;11/05/2003;36;WEB
CK00425189;24/08/2007;47;WEB
CK00786355;20/12/2010;11;PHONE
CK00871791;06/09/2004;4;WEB
CK00971013;28/09/2011;17;WEB
CK00993152;17/04/2003;41;WEB
CK01023241;07/10/2014;11;STORE
CK01040147;21/02/2001;55;WEB
CK01053934;08/01/2005;66;WEB
CK01061883;17/08/2004;33;WEB
CK01062085;22/02/2010;33;STORE
CK01067519;20/04/2003;59;WEB
CK01108878;16/05/2004;28;STORE
CK01109080;05/05/2007;28;WEB
CK01392961;04/06/2004;75;WEB
CK02029655;05/12/2012;57;STORE
CK02060348;11/12/2013;8;STORE
CK02636463;01/09/2014;36;STORE
CK02685973;30/08/2016;46;STORE
CK02752390;14/09/2017;17;STORE
CK03174136;07/03/2013;3;WEB
CK03204426;18/02/2017;4;STORE
CK03480358;02/08/2013;41;WEB
CK04481137;06/05/2015;51;STORE
CK04668512;30/07/2017;50;STORE
CK04867159;09/10/2014;5;WEB
CK05065604;13/12/2017;47;WEB
CL00297197;26/03/2011;6;WEB
CL00324971;30/12/2001;1;STORE
CL00343990;04/05/2004;21;WEB
CL00352343;01/07/2002;20;WEB
CL00360695;24/09/2002;48;WEB
CL00360897;19/11/2006;48;WEB
CL00399136;29/04/2008;30;WEB
CL00421477;13/07/2004;36;WEB
CL00429628;27/01/2004;31;WEB
CL00429829;23/06/2008;31;WEB
CL00454282;31/12/2004;61;WEB
CL00956232;17/09/2011;19;WEB
CL01028083;20/08/2004;4;STORE
CL01050020;05/05/2004;9;WEB
CL01052939;19/12/2012;53;WEB
CL01110802;27/12/2010;37;STORE
CL01124387;09/01/2011;58;WEB
CL01353323;13/02/2014;17;STORE
CL01361474;06/03/2011;60;STORE
CL01397400;29/01/2010;24;WEB
CL01676048;24/05/2016;5;WEB
CL02117216;18/12/2015;30;STORE
CL02136235;25/12/2015;57;STORE
CL02329448;26/03/2013;20;STORE
CL02652173;04/09/2014;13;WEB
CL03137216;18/02/2014;47;STORE
CL03380140;17/05/2013;47;WEB
CL03539741;16/08/2014;42;WEB
CL03631014;12/08/2018;51;STORE
CL03633530;14/08/2018;35;STORE
CL03845761;16/11/2016;16;STORE
CL04151983;24/01/2019;47;STORE
CL04173920;02/02/2018;16;STORE
CL04231985;13/02/2019;67;STORE
CL04444216;15/04/2017;11;STORE
CL04513350;09/05/2016;41;PHONE
CL04824603;26/08/2019;12;PHONE
CL04846742;20/09/2016;78;STORE
CL04858013;04/09/2019;56;STORE
CL04901888;16/09/2019;8;STORE
CL05039753;19/12/2014;7;WEB
CM00312907;12/10/2004;11;WEB
CM00395626;26/07/2002;13;WEB
CM00403777;25/04/2001;30;WEB
CM00406696;27/04/2004;23;STORE
CM00414847;28/04/2004;54;WEB
CM00425916;09/02/2003;17;WEB
CM00428835;20/08/2005;47;PHONE
CM00434269;21/03/2005;50;WEB
CM00787284;07/10/2013;39;STORE
CM00878154;03/10/2007;45;WEB
CM00969024;03/02/2001;32;WEB
CM00969225;13/04/2004;32;WEB
CM00985527;23/04/2006;69;WEB
CM00993880;16/03/2012;41;WEB
CM01013302;01/05/2004;7;WEB
CM01018937;03/11/2005;34;STORE
CM01026887;20/02/2002;4;WEB
CM01040875;25/10/2010;49;WEB
CM01049227;16/08/2004;7;WEB
CM01062812;05/09/2013;33;WEB
CM01068246;13/03/2002;56;WEB
CM01068448;08/03/2002;56;WEB
CM01101455;11/09/2002;63;WEB
CM01109807;10/02/2002;13;WEB
CM01393688;23/12/2004;38;STORE
CM01846127;02/09/2013;13;STORE
CM02358743;12/03/2017;20;STORE
CM02364379;14/04/2012;46;WEB
CM02764187;20/10/2012;17;STORE
CM03288074;18/03/2017;1;STORE
CM03326515;26/03/2018;7;PHONE
CM03618749;15/08/2017;47;WEB
CM03908467;07/12/2016;30;WEB
CM04230990;10/03/2015;32;PHONE
CM04942454;26/10/2014;1;PHONE
CN00312114;02/08/2001;11;STORE
CN00325900;16/11/2003;11;WEB
CN00339485;29/04/2001;21;STORE
CN00339687;28/12/2003;21;WEB
CN00353272;05/04/2007;3;WEB
CN00353473;06/01/2001;3;PHONE
CN00361423;24/04/2008;48;WEB
CN00400267;16/02/2011;30;WEB
CN00402782;30/08/2004;30;WEB
CN00405701;13/08/2001;23;WEB
CN00414053;17/03/2003;8;WEB
CN00422406;11/12/2004;36;WEB
CN00455211;20/12/2003;68;WEB
CN00455413;03/10/2002;39;WEB
CN00755797;25/01/2011;17;WEB
CN00755999;12/01/2014;17;WEB
CN00769785;19/04/2010;3;WEB
CN00783572;23/10/2009;13;WEB
CN00874442;23/08/2010;30;WEB
CN00993086;15/09/2010;41;STORE
CN01039880;26/05/2007;46;WEB
CN01050748;22/09/2006;26;WEB
CN01050949;13/07/2005;26;PHONE
CN01053465;27/12/2002;71;WEB
CN01067251;24/03/2002;59;WEB
CN01078321;08/01/2006;49;STORE
CN01108812;20/10/2001;28;WEB
CN01392895;01/12/2004;75;WEB
CN01398127;13/09/2005;76;WEB
CN01475614;15/04/2011;11;WEB
CN01936002;27/09/2014;3;STORE
CN01958141;24/10/2011;45;WEB
CN02197744;16/01/2016;11;STORE
CN02958920;19/12/2015;9;WEB
CN04133691;15/02/2015;11;WEB
CN04191554;31/01/2019;30;STORE
CN04196988;04/02/2019;3;WEB
CN04481071;23/04/2017;51;STORE
CN04588646;01/06/2018;18;STORE
CN04624370;16/07/2017;38;STORE
CN04792525;05/09/2016;43;STORE
CN04795443;25/08/2018;30;STORE
CN04971749;03/11/2015;68;PHONE
CO00324704;08/08/2001;1;WEB
CO00338692;10/05/2002;36;WEB
CO00352277;07/01/2005;3;WEB
CO00360428;16/02/2003;12;WEB
CO00368781;04/01/2003;25;WEB
CO00390920;07/01/2009;19;WEB
CO00404908;11/08/2010;42;STORE
CO00435198;25/12/2002;50;WEB
CO00440430;07/04/2011;47;WEB
CO00454418;28/01/2002;61;WEB
CO00716362;18/01/2012;57;WEB
CO00741016;06/01/2015;42;STORE
CO00815584;19/09/2005;46;PHONE
CO00915008;21/09/2008;35;WEB
CO01008394;05/03/2002;52;WEB
CO01019665;11/02/2002;15;WEB
CO01027816;07/02/2003;4;WEB
CO01028017;16/09/2008;4;WEB
CO01077528;12/01/2003;7;WEB
CO01187820;10/01/2013;50;STORE
CO01397536;20/12/2009;76;STORE
CO01488204;29/03/2014;13;STORE
CO01811131;14/08/2014;44;STORE
CO01885497;08/09/2014;48;STORE
CO02218889;04/02/2014;6;STORE
CO02960643;06/01/2013;41;WEB
CO02980065;18/12/2016;41;WEB
CO02996770;28/12/2015;47;STORE
CO03338514;23/04/2014;46;PHONE
CO03341432;05/04/2017;61;STORE
CO03492882;08/08/2013;63;STORE
CO03823758;02/11/2013;2;WEB
CO04049776;31/12/2018;36;WEB
CO04397156;05/04/2017;45;WEB
CO04921043;19/09/2019;22;PHONE
CP00312640;11/09/2005;11;WEB
CP00351484;10/06/2008;20;STORE
CP00367786;09/03/2003;25;WEB
CP00395359;24/01/2012;13;WEB
CP00395560;03/04/2004;13;WEB
CP00414982;13/08/2003;64;WEB
CP00434203;26/01/2002;57;WEB
CP00753808;20/08/2013;47;WEB
CP00825659;07/03/2011;71;PHONE
CP00994015;03/05/2010;41;WEB
CP01018670;10/02/2004;34;WEB
CP01027022;15/09/2011;60;STORE
CP01068180;23/04/2009;56;WEB
CP01101187;28/12/2008;81;STORE
CP01150899;23/10/2009;25;WEB
CP01324690;21/01/2016;41;STORE
CP01393622;05/04/2009;38;WEB
CP01975372;11/10/2015;6;WEB
CP02124307;02/01/2014;48;WEB
CP02430327;28/04/2014;33;STORE
CP02948780;03/12/2017;34;STORE
CP03321015;13/04/2015;50;WEB
CP03370727;12/05/2013;68;STORE
CP03425672;06/06/2013;36;WEB
CP03607613;01/09/2014;59;PHONE
CP03676546;03/09/2016;64;STORE
CP04192483;22/02/2016;3;PHONE
CP04324511;12/03/2018;45;STORE
CP04371708;18/04/2014;49;WEB
CP04501019;17/04/2019;48;PHONE
CP04754811;29/08/2016;33;PHONE
CP05041409;14/12/2015;41;PHONE
CQ00297859;25/04/2003;6;WEB
CQ00339218;14/07/2012;36;WEB
CQ00339420;12/02/2005;36;WEB
CQ00353206;26/08/2012;3;STORE
CQ00386415;09/01/2004;19;STORE
CQ00394364;23/10/2005;13;WEB
CQ00402918;24/05/2004;30;WEB
CQ00405434;15/08/2002;23;WEB
CQ00405635;13/06/2008;42;WEB
CQ00421937;02/02/2005;36;WEB
CQ00435724;29/03/2001;44;WEB
CQ00435925;09/10/2007;15;WEB
CQ00769720;13/04/2014;3;WEB
CQ00984467;12/01/2006;70;WEB
CQ01000970;21/09/2014;68;WEB
CQ01061752;19/02/2003;4;WEB
CQ01067387;30/01/2008;59;WEB
CQ01078457;07/05/2004;49;WEB
CQ01108747;23/11/2002;28;WEB
CQ01186032;22/01/2011;50;STORE
CQ01398263;19/02/2002;75;WEB
CQ01417484;19/03/2012;52;STORE
CQ02004668;13/11/2015;41;STORE
CQ02319242;29/02/2016;3;STORE
CQ03421960;02/06/2013;3;WEB
CQ03730899;06/09/2018;22;STORE
CQ04050705;12/01/2017;48;WEB
CQ04172067;10/02/2017;57;STORE
CQ04202558;24/02/2016;37;STORE
CQ04343140;29/03/2016;1;STORE
CQ04351291;31/03/2016;42;PHONE
CQ04436727;20/04/2016;38;WEB
CQ04453231;25/04/2016;27;PHONE
CQ04563724;30/05/2016;27;WEB
CQ04566441;12/06/2014;27;WEB
CQ04745666;25/08/2016;3;STORE
CQ04789742;12/09/2015;25;STORE
CQ04968967;26/10/2016;11;STORE
CQ05084693;16/12/2018;49;PHONE
CR00297267;12/09/2005;6;WEB
CR00344060;08/04/2004;21;WEB
CR00352211;07/03/2006;3;WEB
CR00390854;24/10/2003;19;WEB
CR00404439;14/12/2003;23;WEB
CR00435132;10/03/2008;50;WEB
CR00440566;10/04/2014;47;PHONE
CR00445798;25/01/2006;47;WEB
CR00815518;26/02/2002;46;WEB
CR00826588;22/05/2012;66;PHONE
CR01019397;10/03/2004;34;WEB
CR01019599;19/03/2005;15;WEB
CR01027951;02/02/2005;4;WEB
CR01038819;25/10/2014;6;WEB
CR01121337;17/11/2011;18;WEB
CR01184835;16/01/2012;20;STORE
CR02177665;03/02/2012;3;STORE
CR02232609;20/02/2012;25;STORE
CR02260182;29/01/2017;53;STORE
CR02282321;08/02/2017;35;STORE
CR02323681;01/03/2016;11;STORE
CR02605046;03/09/2012;40;WEB
CR03288736;02/04/2015;56;STORE
CR03478828;26/07/2014;11;STORE
CR03919996;28/11/2018;1;WEB
CR03956123;24/12/2015;30;STORE
CR04137863;10/02/2016;51;WEB
CR04248357;27/02/2017;48;STORE
CR04645448;10/08/2014;30;WEB
CR04992626;14/11/2015;22;PHONE
CS00312776;07/04/2003;11;WEB
CS00351418;16/09/2004;16;WEB
CS00395293;12/01/2001;13;WEB
CS00403847;28/04/2007;30;WEB
CS00406363;25/04/2005;23;WEB
CS00406564;13/01/2002;23;WEB
CS00422866;31/08/2010;11;WEB
